{'tl': 'RSL', 'sn': True, 'k': 20, 'tllr': 0.0001, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_office-home_vs_office-home_with_True_20_0.0001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 65}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office-home', 'data': {'source': {'list_path': 'data/office-home/Art.txt', 'batch_size': 36}, 'target': {'list_path': 'data/office-home/Product.txt', 'batch_size': 36}, 'test': {'list_path': 'data/office-home/Product.txt', 'batch_size': 4}}, 'num_loader': 8}iter: 00001, precision: 0.01419, a_distance: 0.05556, rsl: 4.01295, classifier_loss: 4.63213,  discriminator_loss: 0.69190,
iter: 00499, precision: 0.62762, a_distance: 1.11111, rsl: 8.48056, classifier_loss: 0.46636,  discriminator_loss: 0.51099,
iter: 00999, precision: 0.67831, a_distance: 0.94444, rsl: 10.71581, classifier_loss: 0.28286,  discriminator_loss: 0.53993,
iter: 01499, precision: 0.68123, a_distance: 1.00000, rsl: 12.68583, classifier_loss: 0.29073,  discriminator_loss: 0.50598,
iter: 01999, precision: 0.68619, a_distance: 0.88889, rsl: 10.35024, classifier_loss: 0.28043,  discriminator_loss: 0.56274,
iter: 02499, precision: 0.70331, a_distance: 1.00000, rsl: 11.04715, classifier_loss: 0.23239,  discriminator_loss: 0.48805,
iter: 02999, precision: 0.70061, a_distance: 0.88889, rsl: 10.67459, classifier_loss: 0.12978,  discriminator_loss: 0.53112,
iter: 03499, precision: 0.70556, a_distance: 0.66667, rsl: 12.01526, classifier_loss: 0.06024,  discriminator_loss: 0.59574,
iter: 03999, precision: 0.70264, a_distance: 1.16667, rsl: 12.27002, classifier_loss: 0.23234,  discriminator_loss: 0.60952,
iter: 04499, precision: 0.71142, a_distance: 1.00000, rsl: 10.61771, classifier_loss: 0.05099,  discriminator_loss: 0.64145,
iter: 04999, precision: 0.71412, a_distance: 0.88889, rsl: 10.09548, classifier_loss: 0.15479,  discriminator_loss: 0.59902,
iter: 05499, precision: 0.71142, a_distance: 0.83333, rsl: 10.65089, classifier_loss: 0.39988,  discriminator_loss: 0.60690,
iter: 05999, precision: 0.71277, a_distance: 0.83333, rsl: 8.78335, classifier_loss: 0.17617,  discriminator_loss: 0.58967,
iter: 06499, precision: 0.71322, a_distance: 1.00000, rsl: 10.13931, classifier_loss: 0.13407,  discriminator_loss: 0.60073,
iter: 06999, precision: 0.71300, a_distance: 1.00000, rsl: 10.50772, classifier_loss: 0.03019,  discriminator_loss: 0.58249,
iter: 07499, precision: 0.71435, a_distance: 0.66667, rsl: 11.92040, classifier_loss: 0.27288,  discriminator_loss: 0.60942,
iter: 07999, precision: 0.71232, a_distance: 0.88889, rsl: 9.90016, classifier_loss: 0.06328,  discriminator_loss: 0.57278,
iter: 08499, precision: 0.71120, a_distance: 1.11111, rsl: 10.17124, classifier_loss: 0.05747,  discriminator_loss: 0.57006,
iter: 08999, precision: 0.71390, a_distance: 1.27778, rsl: 10.66065, classifier_loss: 0.03809,  discriminator_loss: 0.53532,
iter: 09499, precision: 0.71458, a_distance: 0.94444, rsl: 9.98363, classifier_loss: 0.17277,  discriminator_loss: 0.59957,
iter: 09999, precision: 0.71503, a_distance: 0.50000, rsl: 8.52454, classifier_loss: 0.06292,  discriminator_loss: 0.58846,
iter: 10499, precision: 0.71480, a_distance: 0.72222, rsl: 10.87921, classifier_loss: 0.11264,  discriminator_loss: 0.62399,
iter: 10999, precision: 0.71570, a_distance: 0.72222, rsl: 9.39185, classifier_loss: 0.00874,  discriminator_loss: 0.60271,
iter: 11499, precision: 0.71863, a_distance: 0.83333, rsl: 10.07037, classifier_loss: 0.02303,  discriminator_loss: 0.60781,
iter: 11999, precision: 0.71412, a_distance: 0.94444, rsl: 8.18891, classifier_loss: 0.01420,  discriminator_loss: 0.61871,
iter: 12499, precision: 0.71367, a_distance: 1.27778, rsl: 9.57635, classifier_loss: 0.06803,  discriminator_loss: 0.60267,
iter: 12999, precision: 0.71120, a_distance: 0.83333, rsl: 9.82937, classifier_loss: 0.08112,  discriminator_loss: 0.60760,
iter: 13499, precision: 0.71300, a_distance: 0.72222, rsl: 9.67462, classifier_loss: 0.05247,  discriminator_loss: 0.61444,
iter: 13999, precision: 0.71165, a_distance: 0.83333, rsl: 9.49139, classifier_loss: 0.04684,  discriminator_loss: 0.62135,
iter: 14499, precision: 0.71210, a_distance: 0.55556, rsl: 8.22933, classifier_loss: 0.14517,  discriminator_loss: 0.62253,
