{'tl': 'RSL', 'sn': True, 'k': 4, 'tllr': 1e-05, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_office-home_vs_office-home_with_True_4_1e-05_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 65}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office-home', 'data': {'source': {'list_path': 'data/office-home/Art.txt', 'batch_size': 36}, 'target': {'list_path': 'data/office-home/Clipart.txt', 'batch_size': 36}, 'test': {'list_path': 'data/office-home/Clipart.txt', 'batch_size': 4}}, 'num_loader': 8}iter: 00001, precision: 0.01924, a_distance: 0.05556, rsl: 0.79021, classifier_loss: 4.75125,  discriminator_loss: 0.69280,
iter: 00499, precision: 0.43918, a_distance: 1.11111, rsl: 1.49104, classifier_loss: 0.46667,  discriminator_loss: 0.49403,
iter: 00999, precision: 0.48087, a_distance: 0.88889, rsl: 1.35146, classifier_loss: 0.58334,  discriminator_loss: 0.53854,
iter: 01499, precision: 0.49003, a_distance: 1.05556, rsl: 1.14129, classifier_loss: 0.04410,  discriminator_loss: 0.54400,
iter: 01999, precision: 0.49668, a_distance: 0.88889, rsl: 0.62380, classifier_loss: 0.34295,  discriminator_loss: 0.53507,
iter: 02499, precision: 0.52302, a_distance: 0.61111, rsl: 1.17870, classifier_loss: 0.27307,  discriminator_loss: 0.61978,
iter: 02999, precision: 0.51340, a_distance: 0.94444, rsl: 1.29210, classifier_loss: 0.05082,  discriminator_loss: 0.55504,
iter: 03499, precision: 0.52165, a_distance: 0.66667, rsl: 1.15795, classifier_loss: 0.02212,  discriminator_loss: 0.57292,
iter: 03999, precision: 0.52188, a_distance: 0.72222, rsl: 1.18690, classifier_loss: 0.23286,  discriminator_loss: 0.60354,
iter: 04499, precision: 0.51936, a_distance: 1.11111, rsl: 1.17886, classifier_loss: 0.23614,  discriminator_loss: 0.58447,
iter: 04999, precision: 0.51982, a_distance: 0.66667, rsl: 1.07715, classifier_loss: 0.21980,  discriminator_loss: 0.59253,
iter: 05499, precision: 0.52211, a_distance: 1.11111, rsl: 0.95355, classifier_loss: 0.16459,  discriminator_loss: 0.60733,
iter: 05999, precision: 0.52417, a_distance: 0.83333, rsl: 1.19636, classifier_loss: 0.02489,  discriminator_loss: 0.62703,
iter: 06499, precision: 0.52417, a_distance: 0.77778, rsl: 1.05538, classifier_loss: 0.13301,  discriminator_loss: 0.63766,
