{'tl': 'RSL', 'sn': True, 'k': 2, 'tllr': 1e-05, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_image-clef_vs_image-clef_with_True_2_1e-05_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 12}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'image-clef', 'data': {'source': {'list_path': 'data/image-clef/p_list.txt', 'batch_size': 36}, 'target': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 36}, 'test': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 4}}, 'num_loader': 12}iter: 00001, precision: 0.09833, a_distance: 0.16667, rsl: 0.39124, classifier_loss: 3.08390,  discriminator_loss: 0.69490,
iter: 00499, precision: 0.87167, a_distance: 0.72222, rsl: 0.38108, classifier_loss: 0.08361,  discriminator_loss: 0.61091,
iter: 00999, precision: 0.88333, a_distance: 0.27778, rsl: 0.30538, classifier_loss: 0.21328,  discriminator_loss: 0.66673,
iter: 01499, precision: 0.89667, a_distance: 0.55556, rsl: 0.23384, classifier_loss: 0.19466,  discriminator_loss: 0.67996,
iter: 01999, precision: 0.90667, a_distance: 0.50000, rsl: 0.25880, classifier_loss: 0.06472,  discriminator_loss: 0.68864,
iter: 02499, precision: 0.90833, a_distance: 0.11111, rsl: 0.31549, classifier_loss: 0.00894,  discriminator_loss: 0.66785,
iter: 02999, precision: 0.91167, a_distance: 0.22222, rsl: 0.18831, classifier_loss: 0.16188,  discriminator_loss: 0.67471,
iter: 03499, precision: 0.91667, a_distance: 0.55556, rsl: 0.26887, classifier_loss: 0.09070,  discriminator_loss: 0.68730,
iter: 03999, precision: 0.91500, a_distance: 0.16667, rsl: 0.21281, classifier_loss: 0.07968,  discriminator_loss: 0.68695,
iter: 04499, precision: 0.91667, a_distance: 0.66667, rsl: 0.27019, classifier_loss: 0.02161,  discriminator_loss: 0.70606,
iter: 04999, precision: 0.91667, a_distance: 0.11111, rsl: 0.23506, classifier_loss: 0.05774,  discriminator_loss: 0.69003,
iter: 05499, precision: 0.91667, a_distance: 0.66667, rsl: 0.25280, classifier_loss: 0.00278,  discriminator_loss: 0.68324,
iter: 05999, precision: 0.91667, a_distance: 0.44444, rsl: 0.18885, classifier_loss: 0.09763,  discriminator_loss: 0.69874,
iter: 06499, precision: 0.91667, a_distance: 0.38889, rsl: 0.20225, classifier_loss: 0.10854,  discriminator_loss: 0.69753,
iter: 06999, precision: 0.91667, a_distance: 0.55556, rsl: 0.18604, classifier_loss: 0.05203,  discriminator_loss: 0.68340,
iter: 07499, precision: 0.91667, a_distance: 0.27778, rsl: 0.20786, classifier_loss: 0.00353,  discriminator_loss: 0.67932,
iter: 07999, precision: 0.91667, a_distance: 0.50000, rsl: 0.20802, classifier_loss: 0.01802,  discriminator_loss: 0.68499,
iter: 08499, precision: 0.91667, a_distance: 0.00000, rsl: 0.15279, classifier_loss: 0.06360,  discriminator_loss: 0.67395,
iter: 08999, precision: 0.91667, a_distance: 0.22222, rsl: 0.19914, classifier_loss: 0.00124,  discriminator_loss: 0.67633,
