{'tl': 'RSL', 'sn': True, 'k': 14, 'tllr': 0.0001, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_image-clef_vs_image-clef_with_True_14_0.0001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 12}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'image-clef', 'data': {'source': {'list_path': 'data/image-clef/p_list.txt', 'batch_size': 36}, 'target': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 36}, 'test': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 4}}, 'num_loader': 12}iter: 00001, precision: 0.16500, a_distance: 0.00000, rsl: 2.21147, classifier_loss: 2.83055,  discriminator_loss: 0.69231,
iter: 00499, precision: 0.88000, a_distance: 0.94444, rsl: 1.99768, classifier_loss: 0.17675,  discriminator_loss: 0.59226,
iter: 00999, precision: 0.90833, a_distance: 0.66667, rsl: 1.67024, classifier_loss: 0.08545,  discriminator_loss: 0.60252,
iter: 01499, precision: 0.91333, a_distance: 0.16667, rsl: 1.46937, classifier_loss: 0.20096,  discriminator_loss: 0.67710,
iter: 01999, precision: 0.92333, a_distance: 0.44444, rsl: 1.52828, classifier_loss: 0.03864,  discriminator_loss: 0.68558,
iter: 02499, precision: 0.91667, a_distance: 0.00000, rsl: 1.13838, classifier_loss: 0.19282,  discriminator_loss: 0.67398,
iter: 02999, precision: 0.92333, a_distance: 0.00000, rsl: 1.24475, classifier_loss: 0.02730,  discriminator_loss: 0.70353,
iter: 03499, precision: 0.92333, a_distance: 0.11111, rsl: 1.14722, classifier_loss: 0.00191,  discriminator_loss: 0.70775,
iter: 03999, precision: 0.92833, a_distance: 0.22222, rsl: 1.10786, classifier_loss: 0.12055,  discriminator_loss: 0.66454,
iter: 04499, precision: 0.92333, a_distance: 0.72222, rsl: 1.05969, classifier_loss: 0.14974,  discriminator_loss: 0.68481,
iter: 04999, precision: 0.92667, a_distance: 0.05556, rsl: 1.04962, classifier_loss: 0.13784,  discriminator_loss: 0.68728,
iter: 05499, precision: 0.92167, a_distance: 0.11111, rsl: 0.99506, classifier_loss: 0.10236,  discriminator_loss: 0.68454,
iter: 05999, precision: 0.92333, a_distance: 0.16667, rsl: 0.95615, classifier_loss: 0.00283,  discriminator_loss: 0.68593,
iter: 06499, precision: 0.92167, a_distance: 0.00000, rsl: 0.89984, classifier_loss: 0.04408,  discriminator_loss: 0.69986,
iter: 06999, precision: 0.92500, a_distance: 0.22222, rsl: 1.00387, classifier_loss: 0.05175,  discriminator_loss: 0.69974,
iter: 07499, precision: 0.92333, a_distance: 0.22222, rsl: 0.92555, classifier_loss: 0.02546,  discriminator_loss: 0.69805,
iter: 07999, precision: 0.92167, a_distance: 0.16667, rsl: 0.76027, classifier_loss: 0.04707,  discriminator_loss: 0.67621,
iter: 08499, precision: 0.92333, a_distance: 0.44444, rsl: 0.87284, classifier_loss: 0.02714,  discriminator_loss: 0.66647,
iter: 08999, precision: 0.92167, a_distance: 0.16667, rsl: 0.80571, classifier_loss: 0.00044,  discriminator_loss: 0.67887,
iter: 09499, precision: 0.92333, a_distance: 0.22222, rsl: 0.66601, classifier_loss: 0.05028,  discriminator_loss: 0.68450,
iter: 09999, precision: 0.92333, a_distance: 0.33333, rsl: 0.86277, classifier_loss: 0.05265,  discriminator_loss: 0.68732,
iter: 10499, precision: 0.92333, a_distance: 0.27778, rsl: 0.72453, classifier_loss: 0.02483,  discriminator_loss: 0.68705,
iter: 10999, precision: 0.92333, a_distance: 0.55556, rsl: 0.60326, classifier_loss: 0.01554,  discriminator_loss: 0.69553,
iter: 11499, precision: 0.92167, a_distance: 0.22222, rsl: 0.66923, classifier_loss: 0.00243,  discriminator_loss: 0.69207,
iter: 11999, precision: 0.92333, a_distance: 0.05556, rsl: 0.59363, classifier_loss: 0.10043,  discriminator_loss: 0.70137,
iter: 12499, precision: 0.92333, a_distance: 0.44444, rsl: 0.62528, classifier_loss: 0.03038,  discriminator_loss: 0.66800,
iter: 12999, precision: 0.92167, a_distance: 0.27778, rsl: 0.58107, classifier_loss: 0.03392,  discriminator_loss: 0.68477,
iter: 13499, precision: 0.92167, a_distance: 0.11111, rsl: 0.62211, classifier_loss: 0.02900,  discriminator_loss: 0.70532,
iter: 13999, precision: 0.92167, a_distance: 0.38889, rsl: 0.53499, classifier_loss: 0.06465,  discriminator_loss: 0.69200,
iter: 14499, precision: 0.92167, a_distance: 0.16667, rsl: 0.60732, classifier_loss: 0.10363,  discriminator_loss: 0.68037,
iter: 14999, precision: 0.92167, a_distance: 0.22222, rsl: 0.61429, classifier_loss: 0.07280,  discriminator_loss: 0.69272,
iter: 15499, precision: 0.92167, a_distance: 0.50000, rsl: 0.57396, classifier_loss: 0.02473,  discriminator_loss: 0.68520,
iter: 15999, precision: 0.92167, a_distance: 0.11111, rsl: 0.53014, classifier_loss: 0.06903,  discriminator_loss: 0.69081,
iter: 16499, precision: 0.92167, a_distance: 0.22222, rsl: 0.60884, classifier_loss: 0.00149,  discriminator_loss: 0.67929,
iter: 16999, precision: 0.92167, a_distance: 0.72222, rsl: 0.55397, classifier_loss: 0.01411,  discriminator_loss: 0.68965,
iter: 17499, precision: 0.92167, a_distance: 0.00000, rsl: 0.55044, classifier_loss: 0.01824,  discriminator_loss: 0.68634,
iter: 17999, precision: 0.92167, a_distance: 0.55556, rsl: 0.54896, classifier_loss: 0.23930,  discriminator_loss: 0.69728,
iter: 18499, precision: 0.92167, a_distance: 0.33333, rsl: 0.47312, classifier_loss: 0.00438,  discriminator_loss: 0.68069,
iter: 18999, precision: 0.92167, a_distance: 0.16667, rsl: 0.59222, classifier_loss: 0.08685,  discriminator_loss: 0.71590,
iter: 19499, precision: 0.92167, a_distance: 0.11111, rsl: 0.49980, classifier_loss: 0.17453,  discriminator_loss: 0.69959,
iter: 19999, precision: 0.92167, a_distance: 0.16667, rsl: 0.51209, classifier_loss: 0.17187,  discriminator_loss: 0.68844,
iter: 20499, precision: 0.92167, a_distance: 0.72222, rsl: 0.42447, classifier_loss: 0.08867,  discriminator_loss: 0.68668,
iter: 20999, precision: 0.92167, a_distance: 0.38889, rsl: 0.43648, classifier_loss: 0.04332,  discriminator_loss: 0.69858,
