{'tl': 'RSL', 'sn': True, 'k': 21, 'tllr': 0.001, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_office-home_vs_office-home_with_True_21_0.001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 65}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office-home', 'data': {'source': {'list_path': 'data/office-home/Art.txt', 'batch_size': 36}, 'target': {'list_path': 'data/office-home/Product.txt', 'batch_size': 36}, 'test': {'list_path': 'data/office-home/Product.txt', 'batch_size': 4}}, 'num_loader': 8}iter: 00001, precision: 0.02230, a_distance: 0.00000, rsl: 4.00864, classifier_loss: 4.72852,  discriminator_loss: 0.69249,
iter: 00499, precision: 0.64361, a_distance: 1.27778, rsl: 11.87236, classifier_loss: 0.48099,  discriminator_loss: 0.49373,
iter: 00999, precision: 0.68078, a_distance: 0.88889, rsl: 10.86661, classifier_loss: 0.28289,  discriminator_loss: 0.58517,
iter: 01499, precision: 0.68506, a_distance: 1.22222, rsl: 11.44765, classifier_loss: 0.24829,  discriminator_loss: 0.45939,
iter: 01999, precision: 0.68123, a_distance: 1.16667, rsl: 11.35171, classifier_loss: 0.10231,  discriminator_loss: 0.58932,
iter: 02499, precision: 0.69633, a_distance: 1.22222, rsl: 11.09151, classifier_loss: 0.23480,  discriminator_loss: 0.52698,
iter: 02999, precision: 0.69948, a_distance: 1.16667, rsl: 9.57766, classifier_loss: 0.34833,  discriminator_loss: 0.54431,
iter: 03499, precision: 0.70579, a_distance: 0.61111, rsl: 11.87143, classifier_loss: 0.26826,  discriminator_loss: 0.60873,
iter: 03999, precision: 0.70219, a_distance: 0.72222, rsl: 10.35734, classifier_loss: 0.24501,  discriminator_loss: 0.60748,
iter: 04499, precision: 0.71435, a_distance: 0.50000, rsl: 10.86895, classifier_loss: 0.11329,  discriminator_loss: 0.63351,
iter: 04999, precision: 0.70692, a_distance: 0.44444, rsl: 9.73457, classifier_loss: 0.06571,  discriminator_loss: 0.65518,
iter: 05499, precision: 0.71683, a_distance: 1.22222, rsl: 11.75924, classifier_loss: 0.08366,  discriminator_loss: 0.59717,
iter: 05999, precision: 0.70962, a_distance: 0.77778, rsl: 8.90292, classifier_loss: 0.19590,  discriminator_loss: 0.59158,
iter: 06499, precision: 0.71075, a_distance: 0.72222, rsl: 8.69696, classifier_loss: 0.04020,  discriminator_loss: 0.67526,
iter: 06999, precision: 0.71300, a_distance: 1.05556, rsl: 10.44309, classifier_loss: 0.20409,  discriminator_loss: 0.58935,
iter: 07499, precision: 0.71165, a_distance: 0.61111, rsl: 10.92401, classifier_loss: 0.12990,  discriminator_loss: 0.66143,
iter: 07999, precision: 0.71886, a_distance: 0.72222, rsl: 7.81061, classifier_loss: 0.11378,  discriminator_loss: 0.62953,
iter: 08499, precision: 0.71458, a_distance: 0.66667, rsl: 10.07555, classifier_loss: 0.07110,  discriminator_loss: 0.61992,
iter: 08999, precision: 0.71165, a_distance: 0.61111, rsl: 8.71827, classifier_loss: 0.04515,  discriminator_loss: 0.61318,
iter: 09499, precision: 0.71548, a_distance: 1.00000, rsl: 9.13028, classifier_loss: 0.26086,  discriminator_loss: 0.63021,
iter: 09999, precision: 0.71773, a_distance: 0.27778, rsl: 10.98932, classifier_loss: 0.17970,  discriminator_loss: 0.66473,
iter: 10499, precision: 0.71863, a_distance: 1.33333, rsl: 10.34912, classifier_loss: 0.03154,  discriminator_loss: 0.61305,
iter: 10999, precision: 0.71931, a_distance: 0.44444, rsl: 9.04361, classifier_loss: 0.16126,  discriminator_loss: 0.58662,
