{'tl': 'RSL', 'sn': True, 'k': 5, 'tllr': 0.001, 'method': 'CDAN+E', 'gpu': '0', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_image-clef_vs_image-clef_with_True_5_0.001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 12}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'image-clef', 'data': {'source': {'list_path': 'data/image-clef/p_list.txt', 'batch_size': 36}, 'target': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 36}, 'test': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 4}}, 'num_loader': 12}iter: 00001, precision: 0.07000, a_distance: 0.16667, rsl: 0.78936, classifier_loss: 3.70411,  discriminator_loss: 0.69769,
iter: 00499, precision: 0.88833, a_distance: 0.66667, rsl: 0.50089, classifier_loss: 0.18997,  discriminator_loss: 0.59937,
iter: 00999, precision: 0.89667, a_distance: 0.38889, rsl: 0.47381, classifier_loss: 0.18991,  discriminator_loss: 0.70440,
iter: 01499, precision: 0.91500, a_distance: 0.27778, rsl: 0.50457, classifier_loss: 0.07940,  discriminator_loss: 0.66855,
iter: 01999, precision: 0.90833, a_distance: 0.61111, rsl: 0.55162, classifier_loss: 0.02884,  discriminator_loss: 0.65712,
iter: 02499, precision: 0.91833, a_distance: 0.00000, rsl: 0.45134, classifier_loss: 0.00212,  discriminator_loss: 0.66771,
iter: 02999, precision: 0.91833, a_distance: 0.50000, rsl: 0.35445, classifier_loss: 0.08035,  discriminator_loss: 0.69870,
iter: 03499, precision: 0.92500, a_distance: 0.38889, rsl: 0.43389, classifier_loss: 0.04417,  discriminator_loss: 0.67627,
iter: 03999, precision: 0.92000, a_distance: 0.11111, rsl: 0.32957, classifier_loss: 0.02991,  discriminator_loss: 0.69887,
iter: 04499, precision: 0.92167, a_distance: 0.16667, rsl: 0.35303, classifier_loss: 0.06458,  discriminator_loss: 0.68956,
iter: 04999, precision: 0.92000, a_distance: 0.11111, rsl: 0.43501, classifier_loss: 0.13443,  discriminator_loss: 0.70254,
iter: 05499, precision: 0.92333, a_distance: 0.11111, rsl: 0.27076, classifier_loss: 0.02024,  discriminator_loss: 0.67760,
iter: 05999, precision: 0.92000, a_distance: 0.11111, rsl: 0.35692, classifier_loss: 0.04526,  discriminator_loss: 0.70751,
iter: 06499, precision: 0.92000, a_distance: 0.44444, rsl: 0.30340, classifier_loss: 0.03779,  discriminator_loss: 0.68747,
iter: 06999, precision: 0.92167, a_distance: 0.11111, rsl: 0.34061, classifier_loss: 0.00291,  discriminator_loss: 0.69337,
iter: 07499, precision: 0.92333, a_distance: 0.05556, rsl: 0.34230, classifier_loss: 0.04170,  discriminator_loss: 0.68128,
iter: 07999, precision: 0.92333, a_distance: 0.00000, rsl: 0.22529, classifier_loss: 0.03751,  discriminator_loss: 0.69049,
iter: 08499, precision: 0.92167, a_distance: 0.44444, rsl: 0.32121, classifier_loss: 0.02959,  discriminator_loss: 0.68517,
iter: 08999, precision: 0.92167, a_distance: 0.33333, rsl: 0.29133, classifier_loss: 0.03552,  discriminator_loss: 0.68911,
iter: 09499, precision: 0.92000, a_distance: 0.33333, rsl: 0.36896, classifier_loss: 0.09869,  discriminator_loss: 0.69557,
iter: 09999, precision: 0.92167, a_distance: 0.38889, rsl: 0.29192, classifier_loss: 0.06659,  discriminator_loss: 0.69036,
iter: 10499, precision: 0.92167, a_distance: 0.27778, rsl: 0.35538, classifier_loss: 0.00254,  discriminator_loss: 0.68725,
iter: 10999, precision: 0.92167, a_distance: 0.33333, rsl: 0.18105, classifier_loss: 0.08406,  discriminator_loss: 0.69520,
iter: 11499, precision: 0.92167, a_distance: 0.16667, rsl: 0.22035, classifier_loss: 0.10767,  discriminator_loss: 0.69607,
iter: 11999, precision: 0.92167, a_distance: 0.11111, rsl: 0.22234, classifier_loss: 0.05691,  discriminator_loss: 0.69786,
iter: 12499, precision: 0.92167, a_distance: 0.83333, rsl: 0.34620, classifier_loss: 0.07142,  discriminator_loss: 0.69427,
iter: 12999, precision: 0.92167, a_distance: 0.05556, rsl: 0.24973, classifier_loss: 0.02568,  discriminator_loss: 0.67876,
iter: 13499, precision: 0.92167, a_distance: 0.16667, rsl: 0.27221, classifier_loss: 0.00201,  discriminator_loss: 0.68001,
iter: 13999, precision: 0.92167, a_distance: 0.22222, rsl: 0.20474, classifier_loss: 0.04462,  discriminator_loss: 0.69697,
iter: 14499, precision: 0.92167, a_distance: 0.44444, rsl: 0.25290, classifier_loss: 0.01602,  discriminator_loss: 0.69729,
iter: 14999, precision: 0.92167, a_distance: 0.22222, rsl: 0.25670, classifier_loss: 0.08769,  discriminator_loss: 0.69331,
iter: 15499, precision: 0.92167, a_distance: 0.05556, rsl: 0.20810, classifier_loss: 0.01408,  discriminator_loss: 0.68943,
iter: 15999, precision: 0.92167, a_distance: 0.22222, rsl: 0.24588, classifier_loss: 0.03911,  discriminator_loss: 0.69974,
iter: 16499, precision: 0.92167, a_distance: 0.00000, rsl: 0.25737, classifier_loss: 0.03054,  discriminator_loss: 0.68531,
iter: 16999, precision: 0.92167, a_distance: 0.16667, rsl: 0.27297, classifier_loss: 0.02996,  discriminator_loss: 0.68221,
iter: 17499, precision: 0.92167, a_distance: 0.16667, rsl: 0.27244, classifier_loss: 0.01547,  discriminator_loss: 0.68239,
iter: 17999, precision: 0.92167, a_distance: 0.16667, rsl: 0.25175, classifier_loss: 0.01649,  discriminator_loss: 0.68749,
iter: 18499, precision: 0.92167, a_distance: 0.38889, rsl: 0.25316, classifier_loss: 0.01502,  discriminator_loss: 0.67654,
iter: 18999, precision: 0.92167, a_distance: 0.27778, rsl: 0.23955, classifier_loss: 0.00114,  discriminator_loss: 0.69815,
iter: 19499, precision: 0.92167, a_distance: 0.16667, rsl: 0.26625, classifier_loss: 0.04726,  discriminator_loss: 0.69514,
iter: 19999, precision: 0.92167, a_distance: 0.05556, rsl: 0.25452, classifier_loss: 0.03754,  discriminator_loss: 0.67501,
iter: 20499, precision: 0.92167, a_distance: 0.27778, rsl: 0.28087, classifier_loss: 0.00159,  discriminator_loss: 0.68946,
iter: 20999, precision: 0.92167, a_distance: 0.05556, rsl: 0.22410, classifier_loss: 0.00627,  discriminator_loss: 0.67913,
iter: 21499, precision: 0.92167, a_distance: 0.05556, rsl: 0.15248, classifier_loss: 0.05590,  discriminator_loss: 0.68346,
iter: 21999, precision: 0.92167, a_distance: 0.22222, rsl: 0.11629, classifier_loss: 0.04147,  discriminator_loss: 0.68288,
iter: 22499, precision: 0.92167, a_distance: 0.16667, rsl: 0.25220, classifier_loss: 0.04106,  discriminator_loss: 0.68876,
iter: 22999, precision: 0.92167, a_distance: 0.22222, rsl: 0.14648, classifier_loss: 0.02218,  discriminator_loss: 0.68247,
iter: 23499, precision: 0.92167, a_distance: 0.22222, rsl: 0.21918, classifier_loss: 0.02676,  discriminator_loss: 0.69125,
iter: 23999, precision: 0.92167, a_distance: 0.33333, rsl: 0.36345, classifier_loss: 0.00047,  discriminator_loss: 0.69484,
iter: 24499, precision: 0.92167, a_distance: 0.22222, rsl: 0.28107, classifier_loss: 0.06165,  discriminator_loss: 0.69375,
iter: 24999, precision: 0.92167, a_distance: 0.05556, rsl: 0.13275, classifier_loss: 0.05319,  discriminator_loss: 0.68491,
iter: 25499, precision: 0.92167, a_distance: 0.27778, rsl: 0.27905, classifier_loss: 0.00228,  discriminator_loss: 0.67283,
iter: 25999, precision: 0.92167, a_distance: 0.22222, rsl: 0.26808, classifier_loss: 0.02001,  discriminator_loss: 0.68646,
iter: 26499, precision: 0.92167, a_distance: 0.16667, rsl: 0.17409, classifier_loss: 0.06086,  discriminator_loss: 0.70209,
iter: 26999, precision: 0.92167, a_distance: 0.22222, rsl: 0.20974, classifier_loss: 0.01379,  discriminator_loss: 0.68802,
iter: 27499, precision: 0.92167, a_distance: 0.11111, rsl: 0.17486, classifier_loss: 0.02655,  discriminator_loss: 0.68529,
iter: 27999, precision: 0.92167, a_distance: 0.16667, rsl: 0.19380, classifier_loss: 0.00070,  discriminator_loss: 0.70618,
iter: 28499, precision: 0.92167, a_distance: 0.38889, rsl: 0.22203, classifier_loss: 0.02224,  discriminator_loss: 0.68161,
iter: 28999, precision: 0.92167, a_distance: 0.33333, rsl: 0.29288, classifier_loss: 0.00017,  discriminator_loss: 0.69278,
iter: 29499, precision: 0.92167, a_distance: 0.50000, rsl: 0.18921, classifier_loss: 0.06542,  discriminator_loss: 0.67639,
iter: 29999, precision: 0.92167, a_distance: 0.05556, rsl: 0.17013, classifier_loss: 0.03256,  discriminator_loss: 0.68323,
iter: 30499, precision: 0.92167, a_distance: 0.33333, rsl: 0.27167, classifier_loss: 0.06818,  discriminator_loss: 0.67350,
iter: 30999, precision: 0.92167, a_distance: 0.44444, rsl: 0.19359, classifier_loss: 0.12439,  discriminator_loss: 0.67178,
iter: 31499, precision: 0.92167, a_distance: 0.22222, rsl: 0.23054, classifier_loss: 0.03206,  discriminator_loss: 0.68130,
iter: 31999, precision: 0.92167, a_distance: 0.05556, rsl: 0.25014, classifier_loss: 0.03855,  discriminator_loss: 0.68142,
iter: 32499, precision: 0.92167, a_distance: 0.27778, rsl: 0.29570, classifier_loss: 0.03639,  discriminator_loss: 0.68893,
iter: 32999, precision: 0.92167, a_distance: 0.27778, rsl: 0.33419, classifier_loss: 0.00199,  discriminator_loss: 0.69972,
iter: 33499, precision: 0.92167, a_distance: 0.33333, rsl: 0.24060, classifier_loss: 0.00137,  discriminator_loss: 0.69842,
iter: 33999, precision: 0.92167, a_distance: 0.16667, rsl: 0.13891, classifier_loss: 0.02713,  discriminator_loss: 0.68742,
iter: 34499, precision: 0.92167, a_distance: 0.61111, rsl: 0.15480, classifier_loss: 0.00666,  discriminator_loss: 0.68437,
iter: 34999, precision: 0.92167, a_distance: 0.22222, rsl: 0.16851, classifier_loss: 0.01590,  discriminator_loss: 0.66552,
iter: 35499, precision: 0.92167, a_distance: 0.22222, rsl: 0.18691, classifier_loss: 0.00008,  discriminator_loss: 0.70517,
iter: 35999, precision: 0.92167, a_distance: 0.44444, rsl: 0.23064, classifier_loss: 0.03730,  discriminator_loss: 0.67722,
iter: 36499, precision: 0.92167, a_distance: 0.05556, rsl: 0.19547, classifier_loss: 0.01234,  discriminator_loss: 0.69081,
iter: 36999, precision: 0.92167, a_distance: 0.38889, rsl: 0.24097, classifier_loss: 0.04478,  discriminator_loss: 0.67940,
iter: 37499, precision: 0.92167, a_distance: 0.27778, rsl: 0.20127, classifier_loss: 0.04658,  discriminator_loss: 0.67217,
iter: 37999, precision: 0.92167, a_distance: 0.11111, rsl: 0.22309, classifier_loss: 0.02070,  discriminator_loss: 0.69076,
iter: 38499, precision: 0.92167, a_distance: 0.11111, rsl: 0.23669, classifier_loss: 0.04402,  discriminator_loss: 0.69150,
iter: 38999, precision: 0.92167, a_distance: 0.22222, rsl: 0.16509, classifier_loss: 0.01708,  discriminator_loss: 0.69153,
iter: 39499, precision: 0.92167, a_distance: 0.27778, rsl: 0.15176, classifier_loss: 0.05380,  discriminator_loss: 0.70607,
iter: 39999, precision: 0.92167, a_distance: 0.00000, rsl: 0.18695, classifier_loss: 0.00306,  discriminator_loss: 0.67797,
iter: 40499, precision: 0.92167, a_distance: 0.16667, rsl: 0.12360, classifier_loss: 0.03536,  discriminator_loss: 0.67216,
iter: 40999, precision: 0.92167, a_distance: 0.00000, rsl: 0.21874, classifier_loss: 0.03645,  discriminator_loss: 0.69922,
iter: 41499, precision: 0.92167, a_distance: 0.61111, rsl: 0.19499, classifier_loss: 0.02761,  discriminator_loss: 0.67817,
iter: 41999, precision: 0.92167, a_distance: 0.05556, rsl: 0.16274, classifier_loss: 0.03105,  discriminator_loss: 0.69661,
