{'tl': 'RSL', 'sn': True, 'k': 16, 'tllr': 0.0001, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_office-home_vs_office-home_with_True_16_0.0001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 65}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office-home', 'data': {'source': {'list_path': 'data/office-home/Art.txt', 'batch_size': 36}, 'target': {'list_path': 'data/office-home/Clipart.txt', 'batch_size': 36}, 'test': {'list_path': 'data/office-home/Clipart.txt', 'batch_size': 4}}, 'num_loader': 8}iter: 00001, precision: 0.01604, a_distance: 0.27778, rsl: 2.94132, classifier_loss: 4.66312,  discriminator_loss: 0.69260,
iter: 00499, precision: 0.44582, a_distance: 0.88889, rsl: 5.75606, classifier_loss: 0.54774,  discriminator_loss: 0.55153,
iter: 00999, precision: 0.47766, a_distance: 1.16667, rsl: 7.09296, classifier_loss: 0.15870,  discriminator_loss: 0.44838,
iter: 01499, precision: 0.49782, a_distance: 1.22222, rsl: 6.48742, classifier_loss: 0.16072,  discriminator_loss: 0.51049,
iter: 01999, precision: 0.50424, a_distance: 0.38889, rsl: 7.32571, classifier_loss: 0.28632,  discriminator_loss: 0.64318,
iter: 02499, precision: 0.50057, a_distance: 0.88889, rsl: 6.33757, classifier_loss: 0.11930,  discriminator_loss: 0.55202,
iter: 02999, precision: 0.50630, a_distance: 0.94444, rsl: 7.21035, classifier_loss: 0.18417,  discriminator_loss: 0.55043,
iter: 03499, precision: 0.51386, a_distance: 0.77778, rsl: 6.73335, classifier_loss: 0.15054,  discriminator_loss: 0.62297,
iter: 03999, precision: 0.51409, a_distance: 0.50000, rsl: 5.11342, classifier_loss: 0.26056,  discriminator_loss: 0.64107,
iter: 04499, precision: 0.51775, a_distance: 0.50000, rsl: 6.89864, classifier_loss: 0.12099,  discriminator_loss: 0.61116,
iter: 04999, precision: 0.52234, a_distance: 1.00000, rsl: 7.18475, classifier_loss: 0.14196,  discriminator_loss: 0.56064,
iter: 05499, precision: 0.52142, a_distance: 1.00000, rsl: 5.94984, classifier_loss: 0.01729,  discriminator_loss: 0.61040,
iter: 05999, precision: 0.51936, a_distance: 0.88889, rsl: 6.40916, classifier_loss: 0.09566,  discriminator_loss: 0.60524,
iter: 06499, precision: 0.52348, a_distance: 0.66667, rsl: 6.71537, classifier_loss: 0.06755,  discriminator_loss: 0.62018,
iter: 06999, precision: 0.52348, a_distance: 0.44444, rsl: 6.11829, classifier_loss: 0.06220,  discriminator_loss: 0.62617,
iter: 07499, precision: 0.52211, a_distance: 1.11111, rsl: 6.06171, classifier_loss: 0.10292,  discriminator_loss: 0.64219,
iter: 07999, precision: 0.52532, a_distance: 0.72222, rsl: 6.36849, classifier_loss: 0.07602,  discriminator_loss: 0.63135,
iter: 08499, precision: 0.53150, a_distance: 0.72222, rsl: 4.94262, classifier_loss: 0.04564,  discriminator_loss: 0.64986,
iter: 08999, precision: 0.52463, a_distance: 0.33333, rsl: 6.80892, classifier_loss: 0.17657,  discriminator_loss: 0.67539,
iter: 09499, precision: 0.52486, a_distance: 1.05556, rsl: 6.65360, classifier_loss: 0.03911,  discriminator_loss: 0.61047,
