{'tl': 'RSL', 'sn': True, 'k': 12, 'tllr': 0.0001, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_office-home_vs_office-home_with_True_12_0.0001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 65}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office-home', 'data': {'source': {'list_path': 'data/office-home/Art.txt', 'batch_size': 36}, 'target': {'list_path': 'data/office-home/Clipart.txt', 'batch_size': 36}, 'test': {'list_path': 'data/office-home/Clipart.txt', 'batch_size': 4}}, 'num_loader': 8}iter: 00001, precision: 0.00848, a_distance: 0.16667, rsl: 2.25573, classifier_loss: 4.86487,  discriminator_loss: 0.69227,
iter: 00499, precision: 0.43688, a_distance: 0.77778, rsl: 4.04856, classifier_loss: 0.77050,  discriminator_loss: 0.53654,
iter: 00999, precision: 0.46025, a_distance: 1.44444, rsl: 3.71189, classifier_loss: 0.28986,  discriminator_loss: 0.35871,
iter: 01499, precision: 0.49714, a_distance: 1.11111, rsl: 4.64633, classifier_loss: 0.10682,  discriminator_loss: 0.51720,
iter: 01999, precision: 0.50745, a_distance: 1.00000, rsl: 4.52638, classifier_loss: 0.05944,  discriminator_loss: 0.53100,
iter: 02499, precision: 0.51065, a_distance: 0.94444, rsl: 3.51529, classifier_loss: 0.09837,  discriminator_loss: 0.54730,
iter: 02999, precision: 0.52165, a_distance: 0.88889, rsl: 4.21557, classifier_loss: 0.21060,  discriminator_loss: 0.59634,
iter: 03499, precision: 0.52738, a_distance: 0.77778, rsl: 3.57951, classifier_loss: 0.20672,  discriminator_loss: 0.62077,
iter: 03999, precision: 0.52944, a_distance: 1.00000, rsl: 4.02227, classifier_loss: 0.14333,  discriminator_loss: 0.53339,
iter: 04499, precision: 0.53769, a_distance: 0.50000, rsl: 3.70629, classifier_loss: 0.05859,  discriminator_loss: 0.63312,
iter: 04999, precision: 0.54066, a_distance: 0.50000, rsl: 3.79188, classifier_loss: 0.06739,  discriminator_loss: 0.60186,
iter: 05499, precision: 0.53333, a_distance: 0.88889, rsl: 3.94713, classifier_loss: 0.09467,  discriminator_loss: 0.63614,
iter: 05999, precision: 0.53310, a_distance: 1.27778, rsl: 3.79940, classifier_loss: 0.01471,  discriminator_loss: 0.56616,
iter: 06499, precision: 0.53471, a_distance: 0.83333, rsl: 3.28834, classifier_loss: 0.38623,  discriminator_loss: 0.61810,
iter: 06999, precision: 0.54502, a_distance: 1.00000, rsl: 3.64540, classifier_loss: 0.01098,  discriminator_loss: 0.62939,
iter: 07499, precision: 0.53906, a_distance: 0.94444, rsl: 3.11804, classifier_loss: 0.04465,  discriminator_loss: 0.62594,
iter: 07999, precision: 0.54456, a_distance: 1.11111, rsl: 3.34882, classifier_loss: 0.14362,  discriminator_loss: 0.60710,
