{'tl': 'RSL', 'sn': True, 'k': 20, 'tllr': 0.001, 'method': 'CDAN+E', 'gpu': '0', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_image-clef_vs_image-clef_with_True_20_0.001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 12}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'image-clef', 'data': {'source': {'list_path': 'data/image-clef/p_list.txt', 'batch_size': 36}, 'target': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 36}, 'test': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 4}}, 'num_loader': 12}iter: 00001, precision: 0.16000, a_distance: 0.27778, rsl: 3.24605, classifier_loss: 2.75676,  discriminator_loss: 0.69108,
iter: 00499, precision: 0.87833, a_distance: 0.88889, rsl: 3.23181, classifier_loss: 0.03562,  discriminator_loss: 0.62652,
iter: 00999, precision: 0.88333, a_distance: 0.22222, rsl: 2.73277, classifier_loss: 0.13376,  discriminator_loss: 0.67609,
iter: 01499, precision: 0.91000, a_distance: 0.44444, rsl: 2.28234, classifier_loss: 0.04862,  discriminator_loss: 0.68430,
iter: 01999, precision: 0.91667, a_distance: 0.16667, rsl: 2.36619, classifier_loss: 0.12427,  discriminator_loss: 0.69073,
iter: 02499, precision: 0.92000, a_distance: 0.61111, rsl: 2.06719, classifier_loss: 0.18498,  discriminator_loss: 0.68020,
iter: 02999, precision: 0.91500, a_distance: 0.33333, rsl: 1.81723, classifier_loss: 0.11061,  discriminator_loss: 0.70672,
iter: 03499, precision: 0.91167, a_distance: 0.27778, rsl: 2.05486, classifier_loss: 0.00916,  discriminator_loss: 0.66944,
iter: 03999, precision: 0.91167, a_distance: 0.00000, rsl: 1.70018, classifier_loss: 0.01932,  discriminator_loss: 0.66685,
iter: 04499, precision: 0.91500, a_distance: 0.44444, rsl: 1.63200, classifier_loss: 0.07855,  discriminator_loss: 0.67771,
iter: 04999, precision: 0.91667, a_distance: 0.50000, rsl: 1.42174, classifier_loss: 0.06345,  discriminator_loss: 0.66614,
iter: 05499, precision: 0.91667, a_distance: 0.27778, rsl: 1.32379, classifier_loss: 0.05652,  discriminator_loss: 0.67922,
iter: 05999, precision: 0.91500, a_distance: 0.38889, rsl: 1.36280, classifier_loss: 0.00290,  discriminator_loss: 0.70439,
iter: 06499, precision: 0.91333, a_distance: 0.00000, rsl: 1.43415, classifier_loss: 0.02799,  discriminator_loss: 0.68009,
iter: 06999, precision: 0.91333, a_distance: 0.16667, rsl: 1.21961, classifier_loss: 0.02093,  discriminator_loss: 0.67945,
iter: 07499, precision: 0.91333, a_distance: 0.50000, rsl: 1.30341, classifier_loss: 0.01949,  discriminator_loss: 0.67056,
iter: 07999, precision: 0.91333, a_distance: 0.16667, rsl: 1.27892, classifier_loss: 0.08360,  discriminator_loss: 0.69344,
