{'tl': 'RSL', 'sn': True, 'k': 19, 'tllr': 0.001, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_office-home_vs_office-home_with_True_19_0.001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 65}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office-home', 'data': {'source': {'list_path': 'data/office-home/Art.txt', 'batch_size': 36}, 'target': {'list_path': 'data/office-home/Real_World.txt', 'batch_size': 36}, 'test': {'list_path': 'data/office-home/Real_World.txt', 'batch_size': 4}}, 'num_loader': 8}iter: 00001, precision: 0.03213, a_distance: 0.00000, rsl: 3.90830, classifier_loss: 4.81683,  discriminator_loss: 0.69521,
iter: 00499, precision: 0.71173, a_distance: 1.11111, rsl: 8.95829, classifier_loss: 0.27661,  discriminator_loss: 0.61868,
iter: 00999, precision: 0.74157, a_distance: 1.22222, rsl: 9.83043, classifier_loss: 0.09136,  discriminator_loss: 0.54095,
iter: 01499, precision: 0.74225, a_distance: 0.88889, rsl: 10.29919, classifier_loss: 0.10013,  discriminator_loss: 0.52930,
iter: 01999, precision: 0.75534, a_distance: 0.72222, rsl: 9.79783, classifier_loss: 0.13571,  discriminator_loss: 0.58550,
iter: 02499, precision: 0.74914, a_distance: 1.05556, rsl: 10.32203, classifier_loss: 0.02624,  discriminator_loss: 0.52837,
iter: 02999, precision: 0.75580, a_distance: 1.05556, rsl: 11.19681, classifier_loss: 0.18256,  discriminator_loss: 0.57396,
iter: 03499, precision: 0.76084, a_distance: 0.27778, rsl: 8.56214, classifier_loss: 0.54946,  discriminator_loss: 0.69020,
iter: 03999, precision: 0.75258, a_distance: 0.22222, rsl: 9.77327, classifier_loss: 0.12245,  discriminator_loss: 0.65921,
iter: 04499, precision: 0.76406, a_distance: 0.83333, rsl: 8.71954, classifier_loss: 0.25362,  discriminator_loss: 0.64769,
iter: 04999, precision: 0.76750, a_distance: 0.83333, rsl: 9.14637, classifier_loss: 0.05743,  discriminator_loss: 0.61758,
iter: 05499, precision: 0.76658, a_distance: 0.33333, rsl: 7.55643, classifier_loss: 0.19489,  discriminator_loss: 0.63989,
iter: 05999, precision: 0.76406, a_distance: 0.33333, rsl: 8.77363, classifier_loss: 0.08172,  discriminator_loss: 0.70800,
