{'tl': 'RSL', 'sn': True, 'k': 4, 'tllr': 0.0001, 'method': 'CDAN+E', 'gpu': '1', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_office-home_vs_office-home_with_True_4_0.0001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 65}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office-home', 'data': {'source': {'list_path': 'data/office-home/Art.txt', 'batch_size': 36}, 'target': {'list_path': 'data/office-home/Product.txt', 'batch_size': 36}, 'test': {'list_path': 'data/office-home/Product.txt', 'batch_size': 4}}, 'num_loader': 8}iter: 00001, precision: 0.01735, a_distance: 0.44444, rsl: 0.80197, classifier_loss: 4.41896,  discriminator_loss: 0.69463,
iter: 00499, precision: 0.66299, a_distance: 1.00000, rsl: 1.35022, classifier_loss: 0.15838,  discriminator_loss: 0.50723,
iter: 00999, precision: 0.66254, a_distance: 1.11111, rsl: 1.43422, classifier_loss: 0.82745,  discriminator_loss: 0.50358,
iter: 01499, precision: 0.68799, a_distance: 0.83333, rsl: 1.48582, classifier_loss: 0.36065,  discriminator_loss: 0.61202,
iter: 01999, precision: 0.69926, a_distance: 1.00000, rsl: 1.06379, classifier_loss: 0.11973,  discriminator_loss: 0.55287,
iter: 02499, precision: 0.70579, a_distance: 0.94444, rsl: 1.24081, classifier_loss: 0.18292,  discriminator_loss: 0.62804,
iter: 02999, precision: 0.71030, a_distance: 0.61111, rsl: 1.14096, classifier_loss: 0.41092,  discriminator_loss: 0.61740,
iter: 03499, precision: 0.70894, a_distance: 0.83333, rsl: 0.85697, classifier_loss: 0.25297,  discriminator_loss: 0.59341,
iter: 03999, precision: 0.71863, a_distance: 0.72222, rsl: 1.06123, classifier_loss: 0.33145,  discriminator_loss: 0.66714,
iter: 04499, precision: 0.72066, a_distance: 0.94444, rsl: 1.10400, classifier_loss: 0.22506,  discriminator_loss: 0.57332,
iter: 04999, precision: 0.71773, a_distance: 0.77778, rsl: 0.74566, classifier_loss: 0.09298,  discriminator_loss: 0.61235,
iter: 05499, precision: 0.71886, a_distance: 0.72222, rsl: 1.03828, classifier_loss: 0.20137,  discriminator_loss: 0.57944,
iter: 05999, precision: 0.72449, a_distance: 1.11111, rsl: 0.89403, classifier_loss: 0.08540,  discriminator_loss: 0.56611,
