{'tl': 'RSL', 'sn': True, 'k': 9, 'tllr': 0.001, 'method': 'CDAN+E', 'gpu': '0', 'num_iterations': 75000, 'test_interval': 500, 'snapshot_interval': 5000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log_RSL_on_image-clef_vs_image-clef_with_True_9_0.001_CDAN+E.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': True, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 12}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'image-clef', 'data': {'source': {'list_path': 'data/image-clef/p_list.txt', 'batch_size': 36}, 'target': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 36}, 'test': {'list_path': 'data/image-clef/i_list.txt', 'batch_size': 4}}, 'num_loader': 12}iter: 00001, precision: 0.14833, a_distance: 0.16667, rsl: 1.34556, classifier_loss: 3.04993,  discriminator_loss: 0.69060,
iter: 00499, precision: 0.87833, a_distance: 0.94444, rsl: 1.17878, classifier_loss: 0.45107,  discriminator_loss: 0.63063,
iter: 00999, precision: 0.90500, a_distance: 0.44444, rsl: 1.20362, classifier_loss: 0.04178,  discriminator_loss: 0.63828,
iter: 01499, precision: 0.91333, a_distance: 0.38889, rsl: 0.99336, classifier_loss: 0.03869,  discriminator_loss: 0.68005,
iter: 01999, precision: 0.91500, a_distance: 0.61111, rsl: 0.75126, classifier_loss: 0.11065,  discriminator_loss: 0.68401,
iter: 02499, precision: 0.92167, a_distance: 0.33333, rsl: 0.67591, classifier_loss: 0.08250,  discriminator_loss: 0.66928,
iter: 02999, precision: 0.91500, a_distance: 0.05556, rsl: 0.64071, classifier_loss: 0.02312,  discriminator_loss: 0.68546,
iter: 03499, precision: 0.92167, a_distance: 0.55556, rsl: 0.69563, classifier_loss: 0.21825,  discriminator_loss: 0.70074,
iter: 03999, precision: 0.91667, a_distance: 0.22222, rsl: 0.65518, classifier_loss: 0.04528,  discriminator_loss: 0.69357,
iter: 04499, precision: 0.91833, a_distance: 0.44444, rsl: 0.60023, classifier_loss: 0.05441,  discriminator_loss: 0.68493,
iter: 04999, precision: 0.92167, a_distance: 0.11111, rsl: 0.48689, classifier_loss: 0.01009,  discriminator_loss: 0.67860,
iter: 05499, precision: 0.92000, a_distance: 0.22222, rsl: 0.54617, classifier_loss: 0.06607,  discriminator_loss: 0.68762,
iter: 05999, precision: 0.92000, a_distance: 0.33333, rsl: 0.54667, classifier_loss: 0.06624,  discriminator_loss: 0.69065,
iter: 06499, precision: 0.92000, a_distance: 0.22222, rsl: 0.46042, classifier_loss: 0.04815,  discriminator_loss: 0.68174,
iter: 06999, precision: 0.92000, a_distance: 0.55556, rsl: 0.45965, classifier_loss: 0.11616,  discriminator_loss: 0.68985,
iter: 07499, precision: 0.92000, a_distance: 0.16667, rsl: 0.40202, classifier_loss: 0.08973,  discriminator_loss: 0.68134,
iter: 07999, precision: 0.92000, a_distance: 0.16667, rsl: 0.56502, classifier_loss: 0.04286,  discriminator_loss: 0.69174,
iter: 08499, precision: 0.92000, a_distance: 0.44444, rsl: 0.47552, classifier_loss: 0.04739,  discriminator_loss: 0.67395,
iter: 08999, precision: 0.92000, a_distance: 0.11111, rsl: 0.42711, classifier_loss: 0.02818,  discriminator_loss: 0.67131,
iter: 09499, precision: 0.92000, a_distance: 0.27778, rsl: 0.48553, classifier_loss: 0.06361,  discriminator_loss: 0.70784,
iter: 09999, precision: 0.92000, a_distance: 0.00000, rsl: 0.43234, classifier_loss: 0.02296,  discriminator_loss: 0.69243,
iter: 10499, precision: 0.92000, a_distance: 0.27778, rsl: 0.47878, classifier_loss: 0.00186,  discriminator_loss: 0.69716,
iter: 10999, precision: 0.92000, a_distance: 0.11111, rsl: 0.46037, classifier_loss: 0.11671,  discriminator_loss: 0.68432,
iter: 11499, precision: 0.92000, a_distance: 0.05556, rsl: 0.34258, classifier_loss: 0.08371,  discriminator_loss: 0.69811,
iter: 11999, precision: 0.92000, a_distance: 0.22222, rsl: 0.41340, classifier_loss: 0.00429,  discriminator_loss: 0.68606,
iter: 12499, precision: 0.92000, a_distance: 0.11111, rsl: 0.34152, classifier_loss: 0.00222,  discriminator_loss: 0.69984,
iter: 12999, precision: 0.92000, a_distance: 0.05556, rsl: 0.27905, classifier_loss: 0.07477,  discriminator_loss: 0.70033,
iter: 13499, precision: 0.92000, a_distance: 0.16667, rsl: 0.32906, classifier_loss: 0.01289,  discriminator_loss: 0.70143,
iter: 13999, precision: 0.92000, a_distance: 0.22222, rsl: 0.37178, classifier_loss: 0.02061,  discriminator_loss: 0.70367,
iter: 14499, precision: 0.92000, a_distance: 0.38889, rsl: 0.42429, classifier_loss: 0.07527,  discriminator_loss: 0.68181,
iter: 14999, precision: 0.92000, a_distance: 0.05556, rsl: 0.33987, classifier_loss: 0.05959,  discriminator_loss: 0.68326,
iter: 15499, precision: 0.92000, a_distance: 0.16667, rsl: 0.37363, classifier_loss: 0.00173,  discriminator_loss: 0.68425,
iter: 15999, precision: 0.92000, a_distance: 0.22222, rsl: 0.38361, classifier_loss: 0.00018,  discriminator_loss: 0.67570,
iter: 16499, precision: 0.92000, a_distance: 0.33333, rsl: 0.39988, classifier_loss: 0.05407,  discriminator_loss: 0.69910,
iter: 16999, precision: 0.92000, a_distance: 0.22222, rsl: 0.34525, classifier_loss: 0.08716,  discriminator_loss: 0.67878,
iter: 17499, precision: 0.92000, a_distance: 0.27778, rsl: 0.36190, classifier_loss: 0.06575,  discriminator_loss: 0.68542,
iter: 17999, precision: 0.92000, a_distance: 0.16667, rsl: 0.29606, classifier_loss: 0.03394,  discriminator_loss: 0.70065,
iter: 18499, precision: 0.92000, a_distance: 0.22222, rsl: 0.37615, classifier_loss: 0.07748,  discriminator_loss: 0.68323,
iter: 18999, precision: 0.92000, a_distance: 0.16667, rsl: 0.29424, classifier_loss: 0.00175,  discriminator_loss: 0.69886,
iter: 19499, precision: 0.92000, a_distance: 0.44444, rsl: 0.28528, classifier_loss: 0.03327,  discriminator_loss: 0.68973,
iter: 19999, precision: 0.92000, a_distance: 0.11111, rsl: 0.25796, classifier_loss: 0.04874,  discriminator_loss: 0.69356,
iter: 20499, precision: 0.92000, a_distance: 0.38889, rsl: 0.22582, classifier_loss: 0.09803,  discriminator_loss: 0.68057,
iter: 20999, precision: 0.92000, a_distance: 0.50000, rsl: 0.30083, classifier_loss: 0.00382,  discriminator_loss: 0.68628,
iter: 21499, precision: 0.92000, a_distance: 0.00000, rsl: 0.28814, classifier_loss: 0.01447,  discriminator_loss: 0.67398,
iter: 21999, precision: 0.92000, a_distance: 0.00000, rsl: 0.34161, classifier_loss: 0.00276,  discriminator_loss: 0.69353,
iter: 22499, precision: 0.92000, a_distance: 0.38889, rsl: 0.32028, classifier_loss: 0.01134,  discriminator_loss: 0.68452,
iter: 22999, precision: 0.92000, a_distance: 0.38889, rsl: 0.24250, classifier_loss: 0.00026,  discriminator_loss: 0.68683,
iter: 23499, precision: 0.92000, a_distance: 0.27778, rsl: 0.28385, classifier_loss: 0.01879,  discriminator_loss: 0.67721,
iter: 23999, precision: 0.92000, a_distance: 0.11111, rsl: 0.28003, classifier_loss: 0.01264,  discriminator_loss: 0.67736,
iter: 24499, precision: 0.92000, a_distance: 0.44444, rsl: 0.32206, classifier_loss: 0.00007,  discriminator_loss: 0.68265,
iter: 24999, precision: 0.92000, a_distance: 0.16667, rsl: 0.30633, classifier_loss: 0.05698,  discriminator_loss: 0.69872,
iter: 25499, precision: 0.92000, a_distance: 0.16667, rsl: 0.30095, classifier_loss: 0.02027,  discriminator_loss: 0.70745,
iter: 25999, precision: 0.92000, a_distance: 0.05556, rsl: 0.25321, classifier_loss: 0.02038,  discriminator_loss: 0.69923,
iter: 26499, precision: 0.92000, a_distance: 0.05556, rsl: 0.39472, classifier_loss: 0.00426,  discriminator_loss: 0.69062,
iter: 26999, precision: 0.92000, a_distance: 0.44444, rsl: 0.27125, classifier_loss: 0.00063,  discriminator_loss: 0.69851,
iter: 27499, precision: 0.92000, a_distance: 0.11111, rsl: 0.31268, classifier_loss: 0.03895,  discriminator_loss: 0.67276,
iter: 27999, precision: 0.92000, a_distance: 0.16667, rsl: 0.21245, classifier_loss: 0.08413,  discriminator_loss: 0.68513,
iter: 28499, precision: 0.92000, a_distance: 0.38889, rsl: 0.26619, classifier_loss: 0.00028,  discriminator_loss: 0.69853,
iter: 28999, precision: 0.92000, a_distance: 0.16667, rsl: 0.31339, classifier_loss: 0.00193,  discriminator_loss: 0.69552,
